Report Number,Offense ID,Offense Start DateTime,Offense End DateTime,Report DateTime,Group A B,Crime Against Category,Offense Parent Group,Offense,Offense Code,Precinct,Sector,Beat,MCPP,100 Block Address,Longitude,Latitude
2023-909346,50943646504,6/4/2023 1:30,6/4/2023 10:00,6/5/2023 5:42,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,E,E,E3,FIRST HILL,8XX BLOCK OF SENECA ST,-122.3292211,47.60960404
2023-154438,50936427428,6/4/2023 1:15,6/4/2023 1:29,6/4/2023 2:14,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,E,E,E1,CAPITOL HILL,,0,0
2023-154436,50936420798,6/4/2023 1:15,6/4/2023 1:17,6/4/2023 2:08,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,N,U,U2,UNIVERSITY,UNIVERSITY WAY NE / NE 47TH ST,-122.3131018,47.66309179
2023-154967,50940696147,6/4/2023 1:05,,6/4/2023 17:38,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,W,Q,Q3,QUEEN ANNE,1XX BLOCK OF W MERCER ST,-122.3586686,47.62458989
2023-155888,50947668064,6/4/2023 1:00,,6/5/2023 16:46,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,S,R,R3,COLUMBIA CITY,38XX BLOCK OF S ANGELINE ST,-122.2842016,47.55945865
2023-155462,50944728831,6/4/2023 1:00,6/4/2023 2:23,6/5/2023 9:05,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,S,O,O1,SODO,33XX BLOCK OF 1ST AVE S,-122.3342038,47.5740428
2023-909341,50943584586,6/4/2023 1:00,6/4/2023 12:40,6/5/2023 5:24,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SW,W,W2,ALKI,38XX BLOCK OF BEACH DR SW,-122.4094821,47.56938155
2023-909326,50938703876,6/4/2023 1:00,6/4/2023 5:30,6/4/2023 9:53,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,E,C,C3,CENTRAL AREA/SQUIRE PARK,14XX BLOCK OF 18TH AVE,-122.3088574,47.61350233
2023-909318,50938055944,6/4/2023 0:45,6/4/2023 0:45,6/4/2023 6:33,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,D,D2,SLU/CASCADE,9XX BLOCK OF HARRISON ST,-122.339108,47.62204367
2023-154400,50937301243,6/4/2023 0:33,,6/4/2023 2:39,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,N,U,U3,SANDPOINT,48XX BLOCK OF NE 42ND ST,-122.275339,47.659147
2023-154392,50936391630,6/4/2023 0:25,,6/4/2023 2:04,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,N,L,L1,NORTHGATE,133XX BLOCK OF 12TH AVE NE,-122.3153829,47.72577043
2023-909527,50963511621,6/4/2023 0:00,6/5/2023 11:30,6/7/2023 16:43,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SW,F,F1,HIGH POINT,SW FINDLAY ST / DELRIDGE WAY SW,-122.3629878,47.55191777
2023-909485,50959545501,6/4/2023 0:00,6/4/2023 23:59,6/7/2023 8:33,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,E,G,G2,CENTRAL AREA/SQUIRE PARK,17XX BLOCK OF E CHERRY ST,-122.3095833,47.60802868
2023-156754,50953240202,6/4/2023 0:00,6/6/2023 11:20,6/6/2023 12:10,A,PROPERTY,FRAUD OFFENSES,Identity Theft,26F,SW,W,W1,NORTH ADMIRAL,21XX BLOCK OF CALIFORNIA AVE SW,-122.386397,47.58468614
2023-155861,50947320944,6/4/2023 0:00,6/6/2023 0:00,6/5/2023 15:51,A,PROPERTY,ROBBERY,Robbery,120,S,R,R1,NORTH BEACON HILL,25XX BLOCK OF 14TH AVE S,-122.3147187,47.58024753
2023-909372,50946552593,6/4/2023 0:00,6/4/2023 2:15,6/5/2023 13:53,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,E,E,E2,FIRST HILL,9XX BLOCK OF 12TH AVE,-122.316779,47.610979
2023-154586,50938230295,6/4/2023 0:00,6/4/2023 6:00,6/4/2023 7:29,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SW,F,F2,ROXHILL/WESTWOOD/ARBOR HEIGHTS,92XX BLOCK OF 21ST AVE SW,-122.360516,47.52011182
2023-154366,50936359936,6/3/2023 23:49,,6/4/2023 1:56,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,W,Q,Q3,QUEEN ANNE,5XX BLOCK OF 1ST AVE N,-122.3554093,47.62392488
2023-154366,50938479037,6/3/2023 23:49,,6/4/2023 1:56,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,W,Q,Q3,QUEEN ANNE,5XX BLOCK OF 1ST AVE N,-122.3554093,47.62392488
2023-154359,50936254025,6/3/2023 23:40,6/4/2023 1:19,6/4/2023 1:19,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,E,G,G2,JUDKINS PARK/NORTH BEACON HILL,20XX BLOCK OF S JACKSON ST,-122.3054776,47.59925977
2023-157333,50957503683,6/3/2023 23:30,,6/7/2023 0:59,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,U,U3,SANDPOINT,,0,0
2023-157333,50957468253,6/3/2023 23:30,,6/7/2023 0:59,A,PERSON,ASSAULT OFFENSES,Intimidation,13C,N,U,U3,SANDPOINT,,0,0
2023-157333,50957477392,6/3/2023 23:30,6/7/2023 0:00,6/7/2023 0:59,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,N,U,U3,SANDPOINT,,0,0
2023-154349,50935806877,6/3/2023 23:20,,6/4/2023 0:09,A,PROPERTY,ROBBERY,Robbery,120,W,K,K2,UNKNOWN,YESLER WAY / 3RD AVE,-122.3302648,47.60171616
2023-156848,50954154083,6/3/2023 23:00,6/6/2023 12:30,6/6/2023 14:32,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SW,F,F3,SOUTH PARK,4XX BLOCK OF S KENYON ST,-122.3287888,47.53199787
2023-154553,50938022361,6/3/2023 23:00,6/4/2023 5:59,6/4/2023 6:12,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,N,U,U3,SANDPOINT,51XX BLOCK OF NE 55TH ST,-122.2719405,47.66850023
2023-154333,50936055579,6/3/2023 22:59,,6/4/2023 0:24,A,PROPERTY,ROBBERY,Robbery,120,N,N,N3,NORTHGATE,105XX BLOCK OF AURORA AVE N,-122.3447064,47.70579857
2023-154325,50935799798,6/3/2023 22:48,,6/4/2023 0:14,A,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,520,N,J,J1,BALLARD NORTH,84XX BLOCK OF SEAVIEW PL NW,-122.4018024,47.68924173
2023-154318,50935551054,6/3/2023 22:44,,6/3/2023 23:53,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,N,L,L1,LAKECITY,15TH AVE NE / NE 120TH ST,-122.312556,47.71579036
2023-909342,50943617244,6/3/2023 22:35,6/4/2023 12:35,6/5/2023 5:32,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,Q,Q2,QUEEN ANNE,32XX BLOCK OF 15TH AVE W,-122.376342,47.649464
2023-154274,50936072149,6/3/2023 22:30,6/4/2023 23:00,6/4/2023 0:30,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SW,F,F1,HIGH POINT,,0,0
2023-154290,50936286361,6/3/2023 22:11,,6/4/2023 1:00,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,S,R,R3,LAKEWOOD/SEWARD PARK,51XX BLOCK OF S ORCAS ST,-122.268591,47.55113344
2023-155788,50948165376,6/3/2023 22:00,6/4/2023 6:15,6/5/2023 18:27,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SW,F,F3,HIGHLAND PARK,97XX BLOCK OF MYERS WAY S,-122.3332731,47.5186727
2023-909317,50938055384,6/3/2023 21:40,6/3/2023 22:40,6/4/2023 6:33,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,N,L,L2,NORTHGATE,5XX BLOCK OF NE NORTHGATE WAY,-122.3219184,47.70858578
2023-909322,50938081772,6/3/2023 21:30,6/4/2023 3:30,6/4/2023 6:43,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YESLER WAY / S WASHINGTON ST,-122.3224469,47.60170348
2023-154250,50936309544,6/3/2023 21:15,6/3/2023 21:16,6/3/2023 21:44,A,PROPERTY,FRAUD OFFENSES,Credit Card/Automated Teller Machine Fraud,26B,SW,W,W1,NORTH ADMIRAL,23XX BLOCK OF CALIFORNIA AVE SW,-122.3865124,47.58209531
2023-154836,50939749295,6/3/2023 21:00,6/4/2023 12:00,6/4/2023 14:08,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,N,N,N3,NORTHGATE,105XX BLOCK OF STONE AVE N,-122.3420194,47.70596699
2023-154682,50939160274,6/3/2023 21:00,6/4/2023 9:00,6/4/2023 11:53,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,N,N,N3,NORTHGATE,88XX BLOCK OF MIDVALE AVE N,-122.3424022,47.69326938
2023-154611,50938512444,6/3/2023 21:00,,6/4/2023 8:53,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,N,J,J3,ROOSEVELT/RAVENNA,70XX BLOCK OF 6TH AVE NE,-122.3217522,47.67986146
2023-154223,50935390396,6/3/2023 20:50,,6/3/2023 23:16,A,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,520,E,E,E3,FIRST HILL,9XX BLOCK OF UNION ST,-122.3296707,47.61177482
2023-154210,50935302485,6/3/2023 20:37,6/3/2023 20:49,6/3/2023 22:56,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,SW,F,F2,ROXHILL/WESTWOOD/ARBOR HEIGHTS,,0,0
2023-909335,50943549052,6/3/2023 20:30,6/4/2023 8:10,6/5/2023 5:13,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SW,F,F3,SOUTH PARK,5XX BLOCK OF S DONOVAN ST,-122.3269069,47.52562736
2023-909311,50938031248,6/3/2023 20:15,6/3/2023 20:30,6/4/2023 6:23,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,L,L2,NORTHGATE,4XX BLOCK OF NE NORTHGATE WAY,-122.3246152,47.7086028
2023-154178,50934627102,6/3/2023 20:07,,6/3/2023 20:22,A,PROPERTY,STOLEN PROPERTY OFFENSES,Stolen Property Offenses,280,W,D,D3,SLU/CASCADE,3XX BLOCK OF TERRY AVE N,-122.3371563,47.62145271
2023-155593,50946298920,6/3/2023 20:00,6/4/2023 9:00,6/5/2023 11:49,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SW,F,F2,ROXHILL/WESTWOOD/ARBOR HEIGHTS,90XX BLOCK OF 35TH AVE SW,-122.3767307,47.52196556
2023-154166,50934971659,6/3/2023 19:55,6/3/2023 21:51,6/3/2023 21:01,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,E,G,G1,FIRST HILL,BOREN AVE / BROADWAY,-122.3207449,47.6045307
2023-154165,50934739956,6/3/2023 19:55,,6/3/2023 20:23,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,W,D,D3,SLU/CASCADE,TERRY AVE N / REPUBLICAN ST,-122.3371424,47.62320452
2023-154165,50934768711,6/3/2023 19:55,,6/3/2023 20:23,A,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,520,W,D,D3,SLU/CASCADE,TERRY AVE N / REPUBLICAN ST,-122.3371424,47.62320452
2023-154135,50934540956,6/3/2023 19:20,6/3/2023 19:20,6/3/2023 20:06,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,W,K,K3,PIONEER SQUARE,YESLER WAY / 3RD AVE S,-122.3302648,47.60171616
2023-154592,50938391415,6/3/2023 18:45,6/3/2023 21:00,6/4/2023 7:47,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,E,E,E2,FIRST HILL,11XX BLOCK OF 13TH AVE,-122.315457,47.61223276
2023-154773,50940770050,6/3/2023 18:10,,6/4/2023 17:57,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,S,O,O1,SODO,19XX BLOCK OF 1ST AVE S,-122.3341983,47.58504132
2023-154598,50938579108,6/3/2023 18:00,6/4/2023 6:55,6/4/2023 9:02,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,N,J,J2,BALLARD NORTH,70XX BLOCK OF 15TH AVE NW,-122.3767718,47.68045515
2023-909304,50938005769,6/3/2023 18:00,6/3/2023 18:00,6/4/2023 6:13,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,K,K2,PIONEER SQUARE,7XX BLOCK OF 1ST AVE S,-122.3341923,47.59403973
2023-909429,50953027879,6/3/2023 17:40,6/4/2023 11:33,6/6/2023 11:43,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,C,C1,CAPITOL HILL,9XX BLOCK OF E PROSPECT ST,-122.3207396,47.62866905
2023-154154,50935280608,6/3/2023 17:30,,6/3/2023 22:53,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,N,N,N1,BITTERLAKE,137XX BLOCK OF LINDEN AVE N,-122.347741,47.72913622
2023-154036,50934038455,6/3/2023 17:20,,6/3/2023 18:09,A,PERSON,ASSAULT OFFENSES,Intimidation,13C,E,C,C1,CAPITOL HILL,14XX BLOCK OF E GALER ST,-122.3152336,47.63191435
2023-154036,50934304415,6/3/2023 17:20,,6/3/2023 18:09,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,E,C,C1,CAPITOL HILL,14XX BLOCK OF E GALER ST,-122.3152336,47.63191435
2023-153919,50934715290,6/3/2023 17:15,,6/3/2023 20:41,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,S,R,R2,MOUNT BAKER,38XX BLOCK OF RAINIER AVE S,-122.289922,47.56888116
2023-155654,50947367298,6/3/2023 17:00,6/4/2023 9:00,6/5/2023 15:56,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,N,B,B2,BALLARD SOUTH,11XX BLOCK OF NW 52ND ST,-122.3721768,47.66642857
2023-155534,50945548949,6/3/2023 17:00,6/5/2023 8:30,6/5/2023 11:12,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,N,U,U3,SANDPOINT,63XX BLOCK OF 65TH AVE NE,-122.2581619,47.67416786
2023-154002,50934369864,6/3/2023 16:44,,6/3/2023 19:24,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,N,L,L3,LAKECITY,40XX BLOCK OF NE 123RD ST,-122.2846034,47.71736408
2023-153992,50934762006,6/3/2023 16:34,,6/3/2023 20:57,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,S,R,R2,MOUNT BAKER,38XX BLOCK OF RAINIER AVE S,-122.289922,47.56888116
2023-153995,50934033687,6/3/2023 16:33,,6/3/2023 17:37,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,E,C,C1,CAPITOL HILL,10XX BLOCK OF E ROY ST,-122.3195219,47.62535332
2023-153981,50933781975,6/3/2023 16:20,6/3/2023 16:20,6/3/2023 17:11,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,W,D,D1,BELLTOWN,WESTERN AVE / EAGLE ST,-122.3546896,47.61703418
2023-154723,50939911690,6/3/2023 16:00,6/3/2023 19:00,6/4/2023 13:57,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SW,F,F2,SOUTH DELRIDGE,96XX BLOCK OF 20TH AVE SW,-122.3591894,47.51644649
2023-153968,50933679904,6/3/2023 15:51,6/3/2023 16:05,6/3/2023 16:51,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,SW,F,F2,ROXHILL/WESTWOOD/ARBOR HEIGHTS,26XX BLOCK OF SW BARTON ST,-122.367312,47.52102758
2023-909297,50937980560,6/3/2023 15:50,6/3/2023 15:50,6/4/2023 6:02,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,N,L,L2,NORTHGATE,4XX BLOCK OF NE NORTHGATE WAY,-122.3246152,47.7086028
2023-909425,50953023172,6/3/2023 15:47,6/4/2023 19:25,6/6/2023 11:42,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,J,J1,GREENWOOD,101XX BLOCK OF HOLMAN RD NW,-122.3596148,47.70297151
2023-909305,50938006247,6/3/2023 15:45,,6/4/2023 6:13,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,W,M,M2,DOWNTOWN COMMERCIAL,6XX BLOCK OF PINE ST,-122.3348178,47.61236844
2023-153932,50934569735,6/3/2023 15:28,,6/3/2023 20:11,A,PROPERTY,STOLEN PROPERTY OFFENSES,Stolen Property Offenses,280,N,J,J1,GREENWOOD,,0,0
2023-153932,50934575814,6/3/2023 15:28,,6/3/2023 20:11,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,N,J,J1,GREENWOOD,,0,0
2023-153924,50933694146,6/3/2023 15:18,,6/3/2023 16:20,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,W,D,D2,SLU/CASCADE,,0,0
2023-909352,50943682827,6/3/2023 15:00,6/4/2023 16:00,6/5/2023 5:53,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SW,W,W2,ALASKA JUNCTION,47XX BLOCK OF 42ND AVE SW,-122.3854835,47.56019555
2023-909334,50943548857,6/3/2023 15:00,6/4/2023 11:55,6/5/2023 5:13,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,K,K1,DOWNTOWN COMMERCIAL,7XX BLOCK OF 1ST AVE,-122.3346078,47.60291195
2023-154014,50934023790,6/3/2023 15:00,6/3/2023 16:45,6/3/2023 18:05,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,L,L3,LAKECITY,120XX BLOCK OF 31ST AVE NE,-122.295219,47.716481
2023-153949,50938245466,6/3/2023 14:30,6/3/2023 15:00,6/4/2023 7:35,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,E,E,E1,CAPITOL HILL,5XX BLOCK OF E THOMAS ST,-122.3246589,47.62083536
2023-153868,50933230663,6/3/2023 14:21,,6/3/2023 15:00,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,E,E,E3,CAPITOL HILL,14XX BLOCK OF SENECA ST,-122.3225291,47.61240581
2023-909473,50959028602,6/3/2023 14:15,6/3/2023 19:00,6/7/2023 7:13,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,W,M,M1,DOWNTOWN COMMERCIAL,13XX BLOCK OF 1ST AVE,-122.3386512,47.60733159
2023-909307,50938006823,6/3/2023 14:15,6/3/2023 15:00,6/4/2023 6:13,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,W,D,D2,SLU/CASCADE,DEXTER AVE N / HARRISON ST,-122.3423716,47.62205574
2023-909420,50952960154,6/3/2023 14:00,6/3/2023 21:00,6/6/2023 11:33,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,U,U1,UNIVERSITY,22XX BLOCK OF NE BLAKELEY ST,-122.3026344,47.6653938
2023-154917,50940735733,6/3/2023 14:00,6/4/2023 14:00,6/4/2023 17:49,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,N,L,L3,LAKECITY,110XX BLOCK OF LAKE CITY WAY NE,-122.3009859,47.70943735
2023-154597,50938515153,6/3/2023 14:00,6/4/2023 7:00,6/4/2023 8:51,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,E,C,C1,EASTLAKE - EAST,10XX BLOCK OF BELMONT AVE E,-122.3268601,47.62807521
2023-153963,50933710759,6/3/2023 14:00,6/3/2023 14:30,6/3/2023 16:58,A,PROPERTY,FRAUD OFFENSES,False Pretenses/Swindle/Confidence Game,26A,N,L,L2,NORTHGATE,1XX BLOCK OF NE 94TH ST,-122.3277727,47.69681506
2023-909290,50933040014,6/3/2023 13:45,6/3/2023 13:45,6/3/2023 14:23,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,N,N,N2,BITTERLAKE,130XX BLOCK OF LINDEN AVE N,-122.3479331,47.72503884
2023-909314,50938032217,6/3/2023 13:30,6/3/2023 16:30,6/4/2023 6:23,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,W,M,M3,DOWNTOWN COMMERCIAL,4TH AVE / PIKE ST,-122.3366834,47.61021404
2023-153848,50933632437,6/3/2023 13:25,6/3/2023 14:00,6/3/2023 16:36,A,PERSON,ASSAULT OFFENSES,Intimidation,13C,S,O,O1,SODO,24XX BLOCK OF 1ST AVE S,-122.3342002,47.58085317
2023-909400,50952066433,6/3/2023 13:00,6/3/2023 15:00,6/6/2023 9:23,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,Q,Q3,QUEEN ANNE,3XX BLOCK OF BROAD ST,-122.3496067,47.61916268
2023-153827,50933204101,6/3/2023 13:00,,6/3/2023 14:57,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,N,U,U2,UNIVERSITY,45XX BLOCK OF UNIVERSITY WAY NE,-122.3131157,47.66218058
2023-909355,50943683865,6/3/2023 12:30,6/4/2023 7:30,6/5/2023 5:53,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,W,D,D2,QUEEN ANNE,7XX BLOCK OF DEXTER AVE N,-122.3423382,47.62583239
2023-909336,50943582813,6/3/2023 12:15,6/3/2023 12:15,6/5/2023 5:23,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,N,N3,NORTHGATE,103XX BLOCK OF MERIDIAN AVE N,-122.3339163,47.70412795
2023-154676,50939717049,6/3/2023 12:00,6/4/2023 9:00,6/4/2023 13:11,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,E,C,C3,CENTRAL AREA/SQUIRE PARK,11XX BLOCK OF 18TH AVE,-122.3088636,47.61221899
2023-153896,50951174896,6/3/2023 11:40,,6/3/2023 14:51,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,N,J,J1,BALLARD NORTH,90XX BLOCK OF 11TH AVE NW,-122.3700596,47.69515954
2023-153844,50933574093,6/3/2023 11:30,6/3/2023 13:00,6/3/2023 16:23,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,N,B,B1,BALLARD SOUTH,14XX BLOCK OF NW BALLARD WAY,-122.3748569,47.6629319
2023-153721,50932580849,6/3/2023 11:15,6/3/2023 11:33,6/3/2023 12:32,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,N,B,B2,BALLARD SOUTH,11XX BLOCK OF NW LEARY WAY,-122.37218,47.66366
2023-153716,50941041250,6/3/2023 11:06,6/3/2023 11:10,6/4/2023 19:11,A,PERSON,ASSAULT OFFENSES,Intimidation,13C,N,L,L1,LAKECITY,143XX BLOCK OF 30TH AVE NE,-122.2965258,47.73324995
2023-153712,50932375437,6/3/2023 11:05,,6/3/2023 11:22,A,PROPERTY,FRAUD OFFENSES,Identity Theft,26F,N,N,N2,BITTERLAKE,141XX BLOCK OF AURORA AVE N,-122.34507,47.73167414
2023-153709,50932555247,6/3/2023 11:01,,6/3/2023 12:25,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,N,L,L3,LAKECITY,31XX BLOCK OF NE 125TH ST,-122.29457,47.71927496
2023-153741,50932629512,6/3/2023 11:00,6/3/2023 11:40,6/3/2023 12:42,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,N,J,J2,GREENWOOD,81XX BLOCK OF GREENWOOD AVE N,-122.3553003,47.68802767
2023-153690,50932786669,6/3/2023 10:33,,6/3/2023 11:24,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,S,O,O3,GEORGETOWN,64XX BLOCK OF CORSON AVE S,-122.3221744,47.54522371
2023-154761,50939145737,6/3/2023 10:30,,6/4/2023 11:51,A,PERSON,ASSAULT OFFENSES,Intimidation,13C,W,D,D1,BELLTOWN,23XX BLOCK OF 3RD AVE,-122.3454439,47.61508874
2023-153677,50932660545,6/3/2023 10:15,,6/3/2023 12:50,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,W,D,D2,SLU/CASCADE,22XX BLOCK OF WESTLAKE AVE N,-122.3412531,47.63886898
2023-153677,50932701191,6/3/2023 10:15,,6/3/2023 12:50,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,W,D,D2,SLU/CASCADE,22XX BLOCK OF WESTLAKE AVE N,-122.3412531,47.63886898
2023-909497,50961530788,6/3/2023 9:41,6/3/2023 9:41,6/7/2023 13:23,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,E,E,E1,CAPITOL HILL,1XX BLOCK OF HARVARD AVE E,-122.3221964,47.61931579
2023-153640,50932376013,6/3/2023 9:21,6/3/2023 11:13,6/3/2023 11:31,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,N,B,B2,PHINNEY RIDGE,2ND AVE NW / NW 60TH ST,-122.3594945,47.67234643
2023-153640,50961168210,6/3/2023 9:21,6/3/2023 11:13,6/3/2023 11:31,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,B,B2,PHINNEY RIDGE,2ND AVE NW / NW 60TH ST,-122.3594945,47.67234643
2023-153660,50933046377,6/3/2023 9:10,6/3/2023 9:40,6/3/2023 13:40,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,N,B,B3,WALLINGFORD,16XX BLOCK OF N 45TH ST,-122.3381256,47.66138668
2023-153612,50932617506,6/3/2023 8:47,,6/3/2023 12:36,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,W,K,K1,DOWNTOWN COMMERCIAL,9XX BLOCK OF 4TH AVE,-122.3325828,47.60573106
2023-153616,50932190315,6/3/2023 8:47,,6/3/2023 10:18,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,N,J,J1,GREENWOOD,,0,0
2023-909359,50943719380,6/3/2023 8:38,6/3/2023 10:19,6/5/2023 6:02,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,E,E,E3,FIRST HILL,10XX BLOCK OF 8TH AVE,-122.3287972,47.60830131
2023-909289,50933039449,6/3/2023 8:00,6/3/2023 8:30,6/3/2023 14:22,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,J,J3,ROOSEVELT/RAVENNA,59XX BLOCK OF WEST GREEN LAKE WAY N,-122.343687,47.67152891
2023-909362,50943720886,6/3/2023 7:30,6/3/2023 20:50,6/5/2023 6:03,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,S,O,O3,GEORGETOWN,67XX BLOCK OF CORSON AVE S,-122.322909,47.54294056
